[00:00:04–00:00:08] 喂嗨大家晚安大家有聽到聲音嗎
[00:40:41–00:40:42] 那另外一個風格的哦
[00:40:42–00:40:43] 來我們先來看一下那十張畫好了
[00:40:45–00:40:47] 來他就給你十個風格哦
[00:40:47–00:40:49] 來不同的風格去做調全
[00:40:49–00:40:51] 那中文的也是他第一張畫完了
[00:40:52–00:40:53] 哎第二張畫了
[00:40:54–00:40:55] 正在畫正在畫
[00:40:55–00:40:56] 他正在建立的圖片哦
[00:40:56–00:40:58] 他第一張畫完了
[00:40:58–00:40:59] 第二張畫了嗎
[00:41:01–00:41:03] 我請他加速好來
[00:41:04–00:41:07] 請路去完成
[00:41:08–00:41:11] 剩下的左張圖
[00:41:12–00:41:18] 去吧去吧來
[00:41:19–00:41:20] 好所以十張完了嘛好
[00:41:20–00:41:22] 這個是可以十張哦
[00:41:22–00:41:24] 所以如果你要做簡報的人
[00:41:24–00:41:25] 你生成一張
[00:41:26–00:41:27] 作為你的
[00:41:28–00:41:28] 封面
[00:41:28–00:41:30] 接下來你可以按照風格告訴他
[00:41:30–00:41:33] 第一張作為你的目錄
[00:41:33–00:41:34] 再來是你的相關內容
[00:41:34–00:41:36] 可以用這樣的方式來做哦
[00:41:37–00:41:38] 好然後
[00:41:38–00:41:39] 拆解完了沒好
[00:41:39–00:41:41] 來另外一個拆解方式是這樣哦
[00:41:41–00:41:43] 我通常會打開camba哦
[00:41:43–00:41:44] 如果你剛好
[00:41:44–00:41:46] 你的這裡有camba
[00:41:46–00:41:47] 交camba出來吧
[00:41:47–00:41:55] 哎消耗應該可以直接叫
[00:41:55–00:41:58] 好如果你這邊沒有連連線camba的人哦
[00:41:58–00:41:59] 你可以連一下哦
[00:41:59–00:42:00] 如果你不想要
[00:42:00–00:42:02] 呃繞去camba做的話
[00:42:02–00:42:05] 你可以直接在這邊連線做使用哦
[00:42:05–00:42:06] 做一次給你看哦
[00:42:06–00:42:07] 什麼叫做連線哦
[00:42:07–00:42:09] 就是這個叫做mcp啊
[00:42:09–00:42:11] 這個在Agent裡面也都會出現哦
[00:42:12–00:42:14] 來我我我記得我這個帳號應該有
[00:42:14–00:42:16] 嗯camba camba有好
[00:42:17–00:42:19] 他一樣哦你可以要求他哦
[00:42:19–00:42:22] 這個應該有聽過我課的人應該有
[00:42:23–00:42:24] 有上過了
[00:42:24–00:42:26] 就是就是魔法圖層啊
[00:42:26–00:42:27] 來
[00:42:28–00:42:29] 請用
[00:42:30–00:42:34] 魔法圖層來解構
[00:42:35–00:42:36] 呃我當
[00:42:37–00:42:37] 不
[00:42:38–00:42:39] 好就是交給他好
[00:42:40–00:42:43] 那目前camba裡面的那個魔法圖層啊
[00:42:43–00:42:44] 他只能一次解一張
[00:42:45–00:42:46] 好他只能一次解一張
[00:42:46–00:42:49] 那如果你是一整個簡報怎麼辦呢
[00:42:49–00:42:51] 好camba有一個叫做camba ai
[00:42:51–00:42:53] 裡面的功能你可以透過下指令哦
[00:42:53–00:42:54] 平常我們會在這邊
[00:42:54–00:42:57] 在這邊解解開他一張我舉個例哦
[00:42:58–00:42:59] 我舉之前的
[00:43:02–00:43:04] 來呃
[00:43:09–00:43:11] 假設哦這一張啊他怎麼解
[00:43:12–00:43:14] 他就當掃描掃描來
[00:43:14–00:43:15] 掃一次
[00:43:16–00:43:17] 掃兩次
[00:43:17–00:43:19] 掃三次哦他跟這個
[00:43:20–00:43:22] 呃之前流行那個nobok m
[00:43:22–00:43:25] 在修你的資訊圖表或修你的簡報
[00:43:25–00:43:26] 那個功能叫做addict
[00:43:27–00:43:27] dick
[00:43:28–00:43:29] 那個人文字嘛
[00:43:29–00:43:31] 這邊連圖都可以啊
[00:43:31–00:43:32] 這邊連圖都可以
[00:43:33–00:43:33] 好
[00:43:35–00:43:36] 解完了好啊你說老師
[00:43:36–00:43:39] 他怎麼有些字不見頭來沒關係
[00:43:39–00:43:40] 檔案
[00:43:41–00:43:41] 下載
[00:43:42–00:43:44] 這邊選擇ppt
[00:43:45–00:43:46] 按下載
[00:43:48–00:43:49] 好這時候
[00:43:51–00:43:52] 他就會下載下來
[00:43:52–00:43:54] 他下載到ppt的時候你就開始
[00:43:54–00:43:56] 很多可以玩的嗎
[00:43:56–00:43:58] 比如說這邊你要放大
[00:43:59–00:44:00] 你要縮小
[00:44:00–00:44:02] 哦你要內容哦
[00:44:02–00:44:03] 那個camba
[00:44:04–00:44:06] 一個月有五字扣打可以用到寶
[00:44:06–00:44:07] 啊你就換個
[00:44:07–00:44:09] 教育版可以多用幾次
[00:44:09–00:44:11] 像這個沒有解好沒有解好就是
[00:44:11–00:44:13] 大概這張圖他可能解的
[00:44:14–00:44:16] 解沒有把船跟這個墓碑
[00:44:16–00:44:17] 這個十倍解一解
[00:44:17–00:44:19] 他都把字解出來
[00:44:19–00:44:21] 把他相關的內容好
[00:44:22–00:44:25] 來啊我會讓他多解幾次這是這是ok的
[00:44:25–00:44:26] 哦然後如果你一口氣要解多一點
[00:44:26–00:44:27] 你知道camba a a
[00:44:27–00:44:30] 這邊然後把你的東西丟進來
[00:44:30–00:44:32] 叫他在這邊使用魔法圖等來解
[00:44:32–00:44:33] 他可以一口氣解
[00:44:34–00:44:35] 大概十頁到十五頁左右
[00:44:35–00:44:37] 都還可以哦都還可以
[00:44:37–00:44:40] 好解完了哦點開哦你看哦camba
[00:44:40–00:44:41] 這邊叫他呼叫他
[00:44:43–00:44:46] 點進來我想他應該已經解開了
[00:44:47–00:44:47] 看一下吧
[00:44:49–00:44:50] 好了有看到嗎這個
[00:44:51–00:44:53] 我可以拉著一個紅色的過來
[00:44:53–00:44:55] 哦ok把他下載下來
[00:44:56–00:44:58] 好一樣就看你的需求如果你
[00:44:58–00:45:00] 喜歡在camba做編排
[00:45:00–00:45:02] 我我我自己是比較不習慣
[00:45:02–00:45:05] 那那我的學生們大家都非常喜歡用camba
[00:45:05–00:45:07] 所以他們都很喜歡聽我介紹
[00:45:07–00:45:09] 這個用camba在這邊做啊
[00:45:09–00:45:11] 我通常只是過客
[00:45:11–00:45:13] 我就喜歡他的這個圖程的工具而已
[00:45:13–00:45:15] 我喜歡到ppt
[00:45:15–00:45:17] 日行去拉日行去改哦
[00:45:17–00:45:20] 比如說像現在我這些logo就可以拿了
[00:45:21–00:45:22] 臺灣拿出來
[00:45:22–00:45:26] 好我要幾個臺灣都可以為我所用哦
[00:45:26–00:45:27] 然後呢再來
[00:45:28–00:45:31] 我的這個什麼不管叫做尼伯特啦
[00:45:31–00:45:34] 梅姬啦哦我要幾個都可以哦
[00:45:34–00:45:36] 那我我下面這個臺灣說
[00:45:36–00:45:37] 這個太不明顯了
[00:45:37–00:45:38] 我想要把它變成
[00:45:38–00:45:41] 白色要加大都可以
[00:45:41–00:45:42] 哦他都幫你做好了
[00:45:42–00:45:44] 哦這功能蠻方便的
[00:45:44–00:45:45] 那通常我會建議
[00:45:46–00:45:47] 您可以直接在
[00:45:48–00:45:50] gbt 裡面叫camba出來
[00:45:50–00:45:52] 他的效果會比你直接在camba好一點哦
[00:45:52–00:45:55] 這是我長期使用的情況下
[00:45:55–00:45:56] 我發現有一點點這樣管
[00:45:56–00:45:59] 不知道為什麼但是感覺每次都是在
[00:45:59–00:46:00] 那邊解的比較好
[00:46:00–00:46:02] 解的比較你看哦他連這個文字
[00:46:03–00:46:05] 都可以解的哦他把它解開了
[00:46:07–00:46:09] 好他是寫一個字把它套上去啊
[00:46:09–00:46:11] 其實這個跟那個edit很像
[00:46:11–00:46:13] 不過他多了圖形
[00:46:13–00:46:15] 然後品質也好一點點哦
[00:46:16–00:46:17] 免費版就可以用了
[00:46:17–00:46:19] 然後不同的比沒有沒有特別的功能
[00:46:19–00:46:20] 就是一般
[00:46:21–00:46:23] 他沒有特別的功能哦 ok
[00:46:23–00:46:25] 好那這個
[00:46:25–00:46:27] 這裡讓大家知道一下有有這個功能
[00:46:27–00:46:28] 我們就看一下那個
[00:46:28–00:46:30] 哦gbt 自己解的如何吧
[00:46:32–00:46:33] 好剛剛是跟大家拆解有沒有
[00:46:34–00:46:34] 他現在
[00:46:35–00:46:37] 也可以做到這樣的事情說老師
[00:46:37–00:46:37] 我沒有camba
[00:46:37–00:46:39] 我camba的容量滿了怎麼辦
[00:46:39–00:46:41] 這邊一樣哦他都可以幫你做哦
[00:46:41–00:46:44] 啊這邊做好之後你不要自己複製哦
[00:46:46–00:46:47] 把上面
[00:46:47–00:46:49] 的圖片哦跟前面學的合起來
[00:46:50–00:46:51] 圖片
[00:46:51–00:46:53] 像上述的圖片
[00:46:57–00:46:59] 拱一下仔層
[00:46:59–00:47:00] bbtx檔
[00:47:04–00:47:07] ok好他就會幫你給你給包辦了好
[00:47:08–00:47:09] 好這個
[00:47:09–00:47:10] 分享到這裡哦
[00:47:10–00:47:13] 啊當然有更多畫圖可以玩的東西哦
[00:47:13–00:47:14] 今天就先
[00:47:15–00:47:17] 概略的講讓大家先知道哦
[00:47:17–00:47:19] 你可能沒有聽過或聽過的啊
[00:47:19–00:47:21] 怎麼在深入去使用哦
[00:47:21–00:47:23] ok 接下來講agent吧
[00:47:23–00:47:25] 好我剩下12分鐘可以講
[00:47:26–00:47:27] 好可以
[00:47:30–00:47:32] 原則上現在的agent的特色都是這樣哦
[00:47:32–00:47:32] 就是
[00:47:35–00:47:36] 判銷
[00:47:40–00:47:42] 好好好我做了一個小小的
[00:47:42–00:47:45] 那個那個字幕的程式哦
[00:47:45–00:47:47] 好來先等一下哦
[00:47:47–00:47:49] 我讓他圖畫完
[00:47:52–00:47:53] 在哪裡
[00:47:54–00:47:54] 好
[00:47:55–00:47:56] 免選是
[00:47:59–00:48:01] 在那時候他做了但是不知道在哪裡哦
[00:48:02–00:48:03] 他應該有畫了
[00:48:03–00:48:04] 等等他
[00:48:04–00:48:05] 畫出來啊
[00:48:06–00:48:08] 好那畫圖呢我就關掉了哦
[00:48:08–00:48:10] 目前暫時我們就來講agent吧
[00:48:10–00:48:13] 啊這都他一下子就就就把它截下來哦
[00:48:14–00:48:15] 好的agent裡面
[00:48:15–00:48:18] 呃原則上codex算是一個蠻
[00:48:18–00:48:21] 代表性的哦一方面你不用有
[00:48:22–00:48:24] 付費都可以使用他不過你
[00:48:24–00:48:27] 啊畢竟齁aagent就是一個在商聯商的
[00:48:27–00:48:28] 一個過程啊你在
[00:48:28–00:48:30] 使用他的時候他都會告訴你說你的容量
[00:48:30–00:48:33] 剩餘多少啦那時候會會
[00:48:33–00:48:34] 會有這個
[00:48:34–00:48:37] 期限啊大大部分的這個邏輯都是這樣
[00:48:37–00:48:38] 如果以agent來說
[00:48:38–00:48:40] 他是一個下載下來的概念哦
[00:48:40–00:48:41] 然後我開效的agent哦
[00:48:42–00:48:45] 最簡單的方式就是現在agent下載下來
[00:48:45–00:48:45] 哦一
[00:48:46–00:48:47] 呃一般的這個
[00:48:49–00:48:51] 流行的玩法都是這樣哦
[00:48:51–00:48:52] 就是我會希望他
[00:48:52–00:48:54] 哦最最早的流行就是
[00:48:54–00:48:55] 可以給他一些
[00:48:55–00:48:59] 呃mcp的連結比如說你就下指令說
[00:48:59–00:49:00] 請
[00:49:02–00:49:04] 還是放掉好
[00:49:05–00:49:08] 請幫我連上no booklm的
[00:49:08–00:49:09] mcp
[00:49:09–00:49:10] 好像就是自己去抓了哦
[00:49:13–00:49:15] 好那因為我目前
[00:49:15–00:49:17] 還好我沒有什麼特別的資料哦
[00:49:17–00:49:19] 那你用這個方式他就會自己去
[00:49:19–00:49:21] 把你的no booklm接進來
[00:49:21–00:49:22] 然後他就會
[00:49:22–00:49:24] 看你no booklm的資料來做分析哦
[00:49:24–00:49:27] 這現在的接法就非常簡單哦
[00:49:27–00:49:29] 你就不用想太多他就可以快速的
[00:49:29–00:49:30] 幫你幫你接
[00:49:30–00:49:32] 那剛剛在做的事情
[00:49:32–00:49:34] 他也都可以一連串的做完
[00:49:35–00:49:37] 那他一樣有人設的限制哦
[00:49:37–00:49:39] 你在這裡帳號這邊設定
[00:49:39–00:49:41] 你可以透過
[00:49:41–00:49:44] 選擇的方式讓他先扮演一些人設
[00:49:44–00:49:46] 讓他在做事情的時候可以做得更好
[00:49:46–00:49:49] 比如說我會設定一個寵物在旁邊
[00:49:49–00:49:51] 他會固定的回覆我他
[00:49:51–00:49:54] 做的事情他我就會去做別的事
[00:49:54–00:49:56] 哦我就可以暫時的去做別的事情
[00:49:56–00:49:58] 好他會回報我說做的怎麼樣啊
[00:49:58–00:49:59] 我再進來看啊或者是看
[00:50:00–00:50:01] 相關的內容 ok
[00:50:04–00:50:04] 好
[00:50:07–00:50:09] 他現在告訴我說請我登錄的google
[00:50:09–00:50:11] 他說你沒有登錄google他沒辦法用
[00:50:11–00:50:12] 他就是還是要登錄google哦
[00:50:12–00:50:15] 所以他開啟了一個google的視窗
[00:50:15–00:50:17] 讓我去做登錄的動作
[00:50:19–00:50:21] 就等下再登吧
[00:50:21–00:50:23] 好就讓大家知道一下你登完google之後
[00:50:23–00:50:26] 他就會幫你直接連到你的no booklm
[00:50:26–00:50:27] 你就可以去使用他
[00:50:27–00:50:29] 好這個非常方便讓大家知道一下哦
[00:50:29–00:50:29] 現在
[00:50:30–00:50:32] ncp就可以直接做使用哦
[00:50:34–00:50:36] ok啊我我用對話啦
[00:50:36–00:50:38] 就不用特別開資料講
[00:50:38–00:50:40] 就示範給大家看一下哦
[00:50:40–00:50:41] 好然后呢
[00:50:42–00:50:43] 這是ncp的功能
[00:50:43–00:50:46] 那如果你有需要去載入一些
[00:50:46–00:50:49] 好用有趣的技術你就到
[00:50:50–00:50:53] 這裡這邊有一些外掛程式啊
[00:50:53–00:50:54] 哎
[00:50:55–00:50:57] 原則上我常用的第一個是
[00:50:57–00:50:59] 我會使用他的computer use
[00:50:59–00:51:01] 就是讓他可以去控制我的電腦
[00:51:01–00:51:03] 還有這個瀏覽器的這個瀏覽的
[00:51:03–00:51:06] use的功能還有連接到giba上面
[00:51:06–00:51:07] 讓他去找資料的
[00:51:07–00:51:10] 來讓他去找程式的功能哦
[00:51:10–00:51:12] 這是我蠻常蠻常使用的
[00:51:12–00:51:14] 他的ncp跟他的skill
[00:51:14–00:51:17] 如果大家對agent有算熟悉的人
[00:51:17–00:51:19] 那這是這半年來非常非常流行的
[00:51:19–00:51:20] 大部分的技術啊
[00:51:20–00:51:22] 大部分的東西都會在這邊做一個
[00:51:22–00:51:23] 呈現
[00:51:24–00:51:24] ok
[00:51:25–00:51:25] 好
[00:51:27–00:51:29] 不好意思我剛剛比較慢出來啊
[00:51:29–00:51:30] 跳出來吼computer use
[00:51:30–00:51:32] 然後讓他上網
[00:51:32–00:51:35] 然後giba哦你可以在這邊找尋一些
[00:51:35–00:51:37] 有趣的功能哦
[00:51:37–00:51:39] 他知道有灌了或者是你要自己提供了
[00:51:39–00:51:41] 他或者你直接叫他找
[00:51:41–00:51:43] 你跟他說請告訴我這個
[00:51:43–00:51:44] 最近大家都裝了什麼
[00:51:44–00:51:46] hp他就會推薦給你哦
[00:51:46–00:51:47] 好比如說
[00:51:48–00:51:50] 請告訴我颱風
[00:51:50–00:51:52] 下禮拜有沒有機會放颱風架
[00:51:53–00:51:55] 給我swad分析
[00:51:55–00:51:57] 做一份報告春春蕩
[00:51:57–00:52:00] 下來並畫一些圖來輔助
[00:52:00–00:52:00] 有把這些
[00:52:01–00:52:03] 告訴他他就一直做哦
[00:52:03–00:52:06] 剛剛我們在這個上面一問一答的事情
[00:52:06–00:52:08] 他我都不用可以來接去
[00:52:08–00:52:09] 他就直接會幫我做完
[00:52:10–00:52:11] 然後會給我一個臥的檔
[00:52:13–00:52:14] 你也可以要求他臥的檔
[00:52:14–00:52:17] 要去做相關的排版
[00:52:17–00:52:19] 要去做相關的事情就交給他去做
[00:52:19–00:52:20] 啊
[00:52:21–00:52:23] 這個就是現在的一個趨勢哦
[00:52:23–00:52:24] 跟剛剛的一問一答
[00:52:24–00:52:26] 最大最大的差異就是
[00:52:26–00:52:29] 現在他可以做到這樣的程度
[00:52:29–00:52:30] 哦來
[00:52:30–00:52:31] 那我等一下做吧
[00:52:31–00:52:33] 他就會自動去上網查
[00:52:33–00:52:35] 官方的資料
[00:52:35–00:52:36] 然後寫成swad分析
[00:52:36–00:52:38] 然後是否放假
[00:52:38–00:52:39] 然後打開
[00:52:39–00:52:41] 有圖跟表哦好
[00:52:41–00:52:43] 那我這邊之前有做好那個
[00:52:43–00:52:44] 他不可以
[00:52:45–00:52:46] 他基本上連上之後
[00:52:46–00:52:47] 他就告訴你說
[00:52:47–00:52:49] 你現在有哪些筆記本
[00:52:49–00:52:50] 你要開啟哪個筆記本
[00:52:51–00:52:52] 然後他就我就這樣要做出來
[00:52:52–00:52:54] 做這個簡報大綱
[00:52:54–00:52:55] 然後他就開始做哦
[00:52:55–00:52:57] 比如說他現在連上了我的
[00:52:57–00:52:58] 這個筆記本
[00:52:58–00:53:00] 然後我就跟他說那這堂課
[00:53:00–00:53:01] 整個幫我抓出來做重點
[00:53:01–00:53:03] 他就開始做好這個是
[00:53:03–00:53:06] 呃過處我們喜歡想要去連
[00:53:06–00:53:07] 那不可能幫我們做成
[00:53:07–00:53:09] 類似資料庫的一個過程
[00:53:09–00:53:10] 就是走這個模樣哦
[00:53:11–00:53:13] 好這個簡單讓大家知道哦
[00:53:13–00:53:14] 如果有興趣
[00:53:14–00:53:16] 呃接下來我會再繼續開一些
[00:53:17–00:53:18] 深度的課程哦
[00:53:18–00:53:19] 有興趣再來聽
[00:53:19–00:53:19] 好吧
[00:53:19–00:53:21] 就上半年再流行這些啦
[00:53:21–00:53:23] 所以大家每天我都會
[00:53:24–00:53:25] 早上讓我的這個
[00:53:26–00:53:28] codex啊或者是我的這個open code啊
[00:53:28–00:53:29] 還有我的
[00:53:29–00:53:30] antiquealofia
[00:53:30–00:53:31] 然後還有另外還電腦的
[00:53:31–00:53:32] cloud code
[00:53:32–00:53:34] 讓他去運作做一些事情哦
[00:53:34–00:53:36] 那如果你要讓他們四個一起做
[00:53:36–00:53:38] 有人有寫好的skill
[00:53:38–00:53:40] 然後你也可以把它放在同一個資料甲
[00:53:40–00:53:41] 讓四個
[00:53:41–00:53:44] agent在同一個資料甲工作
[00:53:44–00:53:47] 呃比如說jumini antiquealofia
[00:53:47–00:53:50] 負責做網頁前端的撰寫
[00:53:50–00:53:51] 因為他比較會做渲染
[00:53:51–00:53:53] 那我就讓cloud code
[00:53:53–00:53:55] 作為我的引擎去寫程式
[00:53:56–00:53:58] 那用gbt畫圖
[00:53:58–00:54:00] 用open code去使用
[00:54:00–00:54:02] 去爬資料類似這樣的東西就可以讓
[00:54:02–00:54:05] 各個agent互相的去做分工
[00:54:06–00:54:08] 怎麼跟codex做結合
[00:54:09–00:54:10] 手機板在這裡啊
[00:54:10–00:54:11] 他codex這裡
[00:54:13–00:54:14] 有看到嗎
[00:54:14–00:54:15] 這邊有個手機的行動板
[00:54:16–00:54:18] 那他的手機的行動板怎麼結合
[00:54:18–00:54:20] 拿你的手機去掃
[00:54:20–00:54:22] 而且你的手機要有chubb gbt
[00:54:22–00:54:24] 他是用chubb gbt的app
[00:54:25–00:54:27] 去做連線的好 ok
[00:54:27–00:54:29] 像我有跟我的手機連嗎
[00:54:31–00:54:33] 呃連之後
[00:54:34–00:54:35] 大掃沒用啦
[00:54:35–00:54:37] 因為我大家關掉了哦
[00:54:37–00:54:39] 你要掃你自己的才有用哦
[00:54:39–00:54:41] 連之後就是你在你在外面
[00:54:42–00:54:43] 發號司令他這邊會做事
[00:54:43–00:54:44] 他會做事哦
[00:54:44–00:54:46] 所以在這邊臉而已
[00:54:46–00:54:46] 蠻簡單的
[00:54:47–00:54:50] 有啊有興趣看各個agent一起來做事嗎
[00:54:51–00:54:52] 很花錢而已
[00:54:52–00:54:53] 但是蠻有趣的
[00:54:53–00:54:56] 對啊不過還好啦這個這個都
[00:54:57–00:54:58] 呃如果你有一些比較重要的專案
[00:54:58–00:54:59] 要做的時候
[00:54:59–00:55:01] 其實每個agent都有他的特色
[00:55:01–00:55:02] 好
[00:55:03–00:55:05] 美好我看一下今天還有多久
[00:55:05–00:55:07] 我剩四分鐘而已
[00:55:07–00:55:07] 好吧
[00:55:08–00:55:09] 看起來
[00:55:09–00:55:11] agent可以再講多一點哦
[00:55:11–00:55:13] 因為前面應該都算基本功
[00:55:13–00:55:15] 前面你的東西會在這邊下
[00:55:15–00:55:16] 跟agent對話就非常有趣
[00:55:16–00:55:18] 你能夠想的事情就非常多
[00:55:19–00:55:20] 好好吧先把前面關
[00:55:21–00:55:23] 好那這個這個就是圖啦
[00:55:23–00:55:24] 如果你不想要用camba的功能
[00:55:24–00:55:26] 你就用我這個指令來做吧
[00:55:31–00:55:32] 意思一樣好
[00:55:33–00:55:34] 就是解構出來
[00:55:34–00:55:36] 每一張你都可以為你所用
[00:55:38–00:55:38] 哦
[00:55:41–00:55:43] 字也可以哦字也可以哦
[00:55:43–00:55:46] 這些如果你是要拿去
[00:55:46–00:55:49] 呃變成你的這個簡報的佐證的啦
[00:55:49–00:55:50] 或什麼都可以
[00:55:50–00:55:52] 就是一用張的方式都可以做
[00:55:52–00:55:54] 啊畫圖到這裡
[00:55:54–00:55:56] 我跟你講畫圖講多一點點哦
[00:55:57–00:55:58] 好不好看一下影片做好了
[00:55:58–00:56:00] 哈如果大家有興趣可以去敷樓看看哦
[00:56:01–00:56:02] 來看一下
[00:56:09–00:56:11] 我分享給大家聽
[00:56:20–00:56:23] 哦四十七秒的時間
[00:56:23–00:56:23] 然後
[00:56:24–00:56:25] 他其實聲音
[00:56:25–00:56:26] 而且他素材是可以下載
[00:56:26–00:56:28] 下載到google fit
[00:56:28–00:56:30] 可以去抓可以去做調整哦
[00:56:30–00:56:33] 如果你有興趣可以來使使用看看
[00:56:34–00:56:35] 我可以給大家看看吧
[00:56:36–00:56:37] 好那如果有興趣可以進來看
[00:56:38–00:56:39] 來
[00:56:43–00:56:44] 好今天
[00:56:48–00:56:49] 學校ip會
[00:56:50–00:56:52] 好現在剩下一點時間
[00:56:52–00:56:54] 我就不再講下面的內容
[00:56:54–00:56:55] 有機會下禮拜
[00:56:55–00:56:57] 早上早時間來講好了
[00:56:57–00:56:59] 走最近早上比較精神
[00:56:59–00:57:00] 好晚上都好想睡覺
[00:57:02–00:57:04] 我剩下自動化了
[00:57:05–00:57:06] 好講不完了啦
[00:57:06–00:57:07] 這個open code
[00:57:08–00:57:09] cloud code都還沒講
[00:57:09–00:57:10] 然后
[00:57:10–00:57:10] any way
[00:57:10–00:57:12] 剛開好了
[00:57:12–00:57:14] 哦中文版的叫大家怎麼裝中文版
[00:57:14–00:57:15] 哦那個
[00:57:15–00:57:17] 呃如果沒有裝成功的人
[00:57:17–00:57:19] 真的重新刪掉重裝試試看
[00:57:19–00:57:21] 因為我試裝了
[00:57:22–00:57:22] 大概
[00:57:23–00:57:25] 學生個人有上百台吧
[00:57:25–00:57:26] 每個人都成功
[00:57:26–00:57:28] 所以如果剛好有沒有成功的人
[00:57:28–00:57:28] 再來
[00:57:28–00:57:29] 轉一下哦
[00:57:29–00:57:31] 來看看大家今天有沒有什麼問題哦
[00:57:31–00:57:33] 今天講的比較多的是傳統的一溫一達
[00:57:33–00:57:34] 哦
[00:57:35–00:57:36] 可以啊
[00:57:36–00:57:38] 可以來分享那個skill的安裝
[00:57:38–00:57:39] 哦那其實還好還好這個
[00:57:40–00:57:40] 不難
[00:57:40–00:57:44] 但是就是你要確定他真的有裝上跟
[00:57:44–00:57:47] 呃什麼時機點會產生作用這樣
[00:57:48–00:57:49] 好哦
[00:57:50–00:57:51] 中文版如何安裝
[00:57:52–00:57:54] 他中文版是那個
[00:57:54–00:57:55] 對岸寫的套件啊
[00:57:55–00:57:57] 不過他有繁中的哦
[00:57:57–00:57:58] 他有繁中的
[00:58:02–00:58:02] 反率中文呢
[00:58:03–00:58:04] 講講像的
[00:58:05–00:58:06] 啊我剛剛關掉了
[00:58:09–00:58:10] 就是他是
[00:58:10–00:58:11] andy graph
[00:58:11–00:58:12] 2.0然後
[00:58:13–00:58:15] 那他是app版的原則上跟
[00:58:15–00:58:17] codex跟open code長得非常像
[00:58:19–00:58:21] 好那今天的
[00:58:21–00:58:22] 直播就到這邊
[00:58:22–00:58:23] 謝謝大家的參與
[00:58:23–00:58:27] 下禮拜的禮拜一二三早上七點
[00:58:28–00:58:29] 準時都會播哦
[00:58:30–00:58:31] 暑假了嘛哦
[00:58:31–00:58:34] 大家我我啦我暑假了啦
[00:58:34–00:58:36] 所以不知道大家放暑假了
[00:58:36–00:58:38] 然後沒有放暑假的東西我們
[00:58:38–00:58:40] 就回回可能早上再來
[00:58:40–00:58:42] 再來再來練哦
[00:58:42–00:58:46] 好啊有參加等一下9點半到10點的
[00:58:46–00:58:47] 那個open code的人在
[00:58:48–00:58:50] 我們在我們在那個群組見頭
[00:58:50–00:58:52] 好我們再在那個聊天室見頭
[00:58:52–00:58:53] ok
[00:58:54–00:58:55] 好那就這樣囉
[00:58:55–00:58:58] 感謝大家的參與我們今天就到這邊
[00:58:58–00:58:59] 謝謝大家今天
[00:59:00–00:59:00] 學到應該
[00:59:01–00:59:02] 有把一些東西
